Cluster Name,Environment,Cluster Descriptor,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Nodes,Published On,Discovered On,Link,Summary
production,,,RHSA-2023:5453,Fixable,Important,7.8,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-10-05T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5453,"The glibc packages provide the standard C libraries (libc), POSIX thread libraries (libpthread), standard math libraries (libm), and the name service cache daemon (nscd) used by multiple programs on the system. Without these libraries, the Linux system cannot function correctly.

Security Fix(es):

* glibc: buffer overflow in ld.so leading to privilege escalation (CVE-2023-4911)

* glibc: Stack read overflow in getaddrinfo in no-aaaa mode (CVE-2023-4527)

* glibc: potential use-after-free in getaddrinfo() (CVE-2023-4806)

* glibc: potential use-after-free in gaih_inet() (CVE-2023-4813)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2024:0948,Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-02-28T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0948,"Red Hat OpenShift Container Platform is Red Hat's cloud computing
Kubernetes application platform solution designed for on-premise or private
cloud deployments.
Security Fix(es):

* net/http, golang.org/x/net/http2: avoid quadratic complexity in HPACK
decoding (CVE-2022-41723)

For more details about the security issue(s), including the impact, a CVSS
score, acknowledgments, and other related information, refer to the CVE
page(s)
listed in the References section."
production,,,RHSA-2023:7276,Fixable,Important,7.5,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-11-15T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:7276,"The Open Virtual Machine Tools are the open source implementation of the VMware Tools. They are a set of guest operating system virtualization components that enhance performance and user experience of virtual machines.

Security Fix(es):

* open-vm-tools: SAML token signature bypass (CVE-2023-34058)

* open-vm-tools: file descriptor hijack vulnerability in the vmware-user-suid-wrapper (CVE-2023-34059)

For more details about the security issue(s), including the impact, a CVSS
score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2024:0288,Fixable,Moderate,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-24T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0288,"Red Hat OpenShift Container Platform is Red Hat's cloud computing Kubernetes application platform solution designed for on-premise or private cloud deployments.

This advisory contains the RPM packages for Red Hat OpenShift Container Platform 4.13.30. See the following advisory for the container images for this release:

Security Fix(es):

* opentelemetry-go-contrib: DoS vulnerability in otelgrpc due to unbound
cardinality metrics (CVE-2023-47108)

For more details about the security issue(s), including the impact, a CVSS
score, acknowledgments, and other related information, refer to the CVE
page(s)
listed in the References section."
production,,,CVE-2021-38561,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2021-38561,"DOCUMENTATION: A flaw was found in golang. The language package for go language can panic due to an out-of-bounds read when an incorrectly formatted language tag is being parsed. This flaw allows an attacker to cause applications using this package to parse untrusted input data to crash, leading to a denial of service of the affected component. 
            STATEMENT: This flaw may be triggered only by accepting untrusted user input to the vulnerable golang's library. The overall DoS attack vector depends directly on how the library's input is exposed by the consuming application, thus Red Hat rates impact as Moderate.

In Red Hat Advanced Cluster Management for Kubernetes (RHACM) 2.5 version, the registration-operator, lighthouse-coredns, lighthouse-agent, gatekeeper-operator, and discovery-operator components are affected by this flaw, but the rest of the components are using an already patched version and are unaffected. For 2.4 and previous versions of Red Hat Advanced Cluster Management for Kubernetes (RHACM), most of the components are affected."
production,,,RHSA-2023:4459,Fixable,Moderate,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-08-08T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:4459,"Red Hat OpenShift Container Platform is Red Hat's cloud computing Kubernetes application platform solution designed for on-premise or private cloud deployments.

This advisory contains the RPM packages for Red Hat OpenShift Container Platform 4.13.8. See the following advisory for the container images for this release:

https://access.redhat.com/errata/RHSA-2023:4456

Security Fix(es):

* golang: html/template: improper sanitization of CSS values (CVE-2023-24539)

* golang: html/template: improper handling of empty HTML attributes (CVE-2023-29400)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

All OpenShift Container Platform 4.13 users are advised to upgrade to these updated packages and images when they are available in the appropriate release channel. To check for available updates, use the OpenShift CLI (oc) or web console. Instructions for upgrading a cluster are available at https://docs.openshift.com/container-platform/4.13/updating/updating-cluster-cli.html"
production,,,CVE-2019-19203,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-19203,"DOCUMENTATION: An out-of-bounds read vulnerability was found in the way Oniguruma handled regular expressions with GB18030 character encoding. A UChar pointer is dereferenced without checking if it passed the end of the matched string, leading to a heap-based buffer over-read. A remote attacker could abuse this flaw by providing a malformed regular expression that, when processed by an application linked to Oniguruma, might crash the application causing a denial of service. 
            STATEMENT: This flaw did not affect the versions of Oniguruma (embedded in php) as shipped with Red Hat Enterprise Linux 5, as they did not include support for GB18030 character encoding, which was introduced in a later version of the library.

The versions of Ruby as shipped with Red Hat Enterprise Linux and Red Hat Software Collections 3 do not use Oniguruma but rather Onigmo, a regular expressions library forked from Oniguruma focusing on new expressions supported in Perl 5.10+. Those versions are affected by this flaw because both Onigmo and Oniguruma share the same vulnerable code. However, Ruby does perform additional checks which prevent the vulnerable code path to be easily reached, hence lowering the severity of the flaw."
production,,,CVE-2021-39293,Not Fixable,Low,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-39293,"DOCUMENTATION: A vulnerability was found in archive/zip of the Go standard library. Applications written in Go can panic or potentially exhaust system memory when parsing malformed ZIP files. An attacker capable of submitting a crafted ZIP file to a Go application using archive/zip to process that file could cause a denial of service via memory exhaustion or panic. This particular flaw is an incomplete fix for a previous flaw. 
            STATEMENT: * In OpenShift Container Platform, multiple components are written in Go and use archive/zip from the standard library. However, all such components are short lived client side tools, not long lived server side executables. As the maximum impact of this vulnerability is a denial of service in client utilities, this vulnerability is rated Low for OpenShift Container Platform.

* This flaw is out of support scope for Red Hat Enterprise Linux 7. For more information about Red Hat Enterprise Linux support scope, please see https://access.redhat.com/support/policy/updates/errata

* Because Service Telemetry Framework1.2 will be retiring soon and the flaw's impact is lower, no update will be provided at this time for STF1.2's smart-gateway-container and sg-core-container."
production,,,CVE-2019-19204,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-19204,"DOCUMENTATION: An out-of-bounds read vulnerability was found in Oniguruma in the way it handled regular expression quantifiers. A remote attacker could abuse this flaw by providing a malformed regular expression that, when processed by an application linked to Oniguruma, could possibly crash the application, resulting in a denial of service."
production,,,CVE-2020-29652,Not Fixable,Low,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-29652,"DOCUMENTATION: A null pointer dereference vulnerability was found in golang. When using the library's ssh server without specifying an option for GSSAPIWithMICConfig, it is possible for an attacker to craft an ssh client connection using the `gssapi-with-mic` authentication method and cause the server to panic resulting in a denial of service. The highest threat from this vulnerability is to system availability. 
            STATEMENT: A large number of products include the affected package, but do not make use of the vulnerable SSH server code.  Accordingly, the flaw itself is rated as ""Important"", but these products themselves all have a ""Low"" severity rating.

Additionally, a number of products include golang.org/x/crypto (or even golang.org/x/crypto/ssh/terminal) but not specifically golang.org/x/crypto/ssh/server.go in the final build. As this would result in a very large number of entries of not affected products, only products which include the ssh server code (golang.org/x/crypto/ssh/server.go) have been represented here.  

Red Hat Enterprise Linux 8 container-tools:rhel8/containernetworking-plugins is not affected because although it uses some functionality from golang.org/x/crypto, it does not use or import anything from golang.org/x/crypto/ssh/*."
production,,,CVE-2023-47108,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-47108,"DOCUMENTATION: A memory exhaustion flaw was found in the otelgrpc handler of open-telemetry. This flaw may allow a remote unauthenticated attacker to flood the peer address and port and exhaust the server's memory by sending multiple malicious requests, affecting the availability of the system. 
            STATEMENT: While no authentication is required, there are a significant number of non-default factors that prevent widespread exploitation of this issue. To affect a service, all of the following must be true:
- The go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc package must be in use
- Configured a metrics pipeline that uses the UnaryServerInterceptor wrapper function
- No filtering of unknown HTTP methods or user agents at a higher level, such as Content Delivery Network

Due to the limited attack surface, Red Hat Product Security rates the impact of this flaw as Moderate.
            MITIGATION: As a workaround, use a view removing the attributes. Another possibility is to disable grpc metrics instrumentation by passing otelgrpc.WithMeterProvider option with noop.NewMeterProvider."
production,,,CVE-2021-33194,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-33194,"DOCUMENTATION: A flaw was found in golang. An attacker can craft an input to ParseFragment within parse.go that would cause it to enter an infinite loop and never return. The greatest threat to the system is of availability. 
            STATEMENT: Red Hat Developer Tools go-toolset-1.14-golang not affected because the vulnerable code is not shipped.

This vulnerability within golang and buildah shipped with RHEL-7 are out of support scope. For more information on Red Hat's support scope, visit: https://access.redhat.com/support/policy/updates/errata

For RHEL-8's go-toolset:rhel8/golang, container-tools:1.0/buildah, container-tools:2.0/buildah, and container-tools:rhel8/buildah, the affected function is only used in e2e tests.

For RHEL-9's golang and buildah, the affected function is only used in e2e tests.

Red Hat Openshift Container Storage has dependencies with the affected code, however, low priority trackers were filed as the vulnerable code is not shipped or used."
production,,,RHSA-2024:0981,Fixable,Important,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-02-26T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0981,"The unbound packages provide a validating, recursive, and caching DNS or DNSSEC resolver. 

Security Fix(es):

* bind9: KeyTrap - Extreme CPU consumption in DNSSEC validator (CVE-2023-50387)

* bind9: Preparing an NSEC3 closest encloser proof can exhaust CPU resources (CVE-2023-50868)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2022-47085,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-47085,"DOCUMENTATION: A flaw was found in print_panic function in the repo_checkout_filter.rs in ostree. By sending a specially crafted request, a remote attacker could cause a denial of service."
production,,,RHSA-2023:5094,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-09-12T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5094,"Kernel-based Virtual Machine (KVM) is a full virtualization solution for Linux on a variety of architectures. The qemu-kvm packages provide the user-space component for running virtual machines that use KVM.

Security Fix(es):

* QEMU: VNC: improper I/O watch removal in TLS handshake can lead to remote unauthenticated denial of service (CVE-2023-3354)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* [qemu-kvm] rhel guest failed boot with multi disks on error Failed to start udev Wait for Complete Device Initialization (BZ#2211923)

* [rhel9.2] hotplug/hotunplug mlx vdpa device to the occupied addr port, then qemu core dump occurs after shutdown guest (BZ#2227721)"
production,,,RHSA-2023:5689,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-10-12T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5689,"The Berkeley Internet Name Domain (BIND) is an implementation of the Domain Name System (DNS) protocols. BIND includes a DNS server (named); a resolver library (routines for applications to use when interfacing with DNS); and tools for verifying that the DNS server is operating correctly.

Security Fix(es):

* bind: stack exhaustion in control channel code may lead to DoS (CVE-2023-3341)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:3559,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-06-13T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:3559,"The c-ares C library defines asynchronous DNS (Domain Name System) requests and provides name resolving API.

Security Fix(es):

* c-ares: 0-byte UDP payload Denial of Service (CVE-2023-32067)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:7325,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-11-21T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:7325,"Red Hat OpenShift Container Platform is Red Hat's cloud computing Kubernetes application platform solution designed for on-premise or private cloud deployments.

This advisory contains the RPM packages for Red Hat OpenShift Container Platform 4.13.23. See the following advisory for the container images for this release:

https://access.redhat.com/errata/RHSA-2023:7323

Security Fix(es):

* HTTP/2: Multiple HTTP/2 enabled web servers are vulnerable to a DDoS
attack (Rapid Reset Attack) (CVE-2023-44487)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

All OpenShift Container Platform 4.13 users are advised to upgrade to these updated packages and images when they are available in the appropriate release channel. To check for available updates, use the OpenShift CLI (oc) or web console. Instructions for upgrading a cluster are available at https://docs.openshift.com/container-platform/4.13/updating/updating-cluster-cli.html"
production,,,RHSA-2023:5838,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-10-18T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5838,"libnghttp2 is a library implementing the Hypertext Transfer Protocol version 2 (HTTP/2) protocol in C.

Security Fix(es):

* HTTP/2: Multiple HTTP/2 enabled web servers are vulnerable to a DDoS attack (Rapid Reset Attack) (CVE-2023-44487)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2021-27918,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-27918,"DOCUMENTATION: An infinite loop vulnerability was found in golang. If an application defines a custom token parser initializing with `xml.NewTokenDecoder` it is possible for the parsing loop to never return. An attacker could potentially craft a malicious XML document which has an XML element with `EOF` within it, causing the parsing application to endlessly loop, resulting in a Denial of Service (DoS). 
            STATEMENT: OpenShift Container Platform (OCP), OpenShift ServiceMesh (OSSM),  Red Hat OpenShift Jaeger (RHOSJ) and OpenShift Virtualization all bundle vulnerable versions of the golang standard library (stdlib). However, no component within each product utilizes the function xml.NewTokenDecoder which is a requirement to be vulnerable. Hence, all affected components are marked as ""Will not fix"". Additionally no OCP container has been listed, as nearly all available containers are compiled with an affected version of Go, but do not utilize the function xml.NewTokenDecoder.

Red Hat Ceph Storage (RHCS), Red Hat Gluster Storage 3 and OpenShift Container Storage 4 also bundles a vulnerable version of golang standard library 'encoding/xml', but does not utilize the function xml.NewTokenDecoder, and hence this issue has been rated as having a security impact of Low."
production,,,RHSA-2024:0500,Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0500,"OpenSSL is a toolkit that implements the Secure Sockets Layer (SSL) and Transport Layer Security (TLS) protocols, as well as a full-strength general-purpose cryptography library.

Security Fix(es):

* openssl: Incorrect cipher key and IV length processing (CVE-2023-5363)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* Backport implicit rejection mechanism for RSA PKCS#1 v1.5 to RHEL-9.2.z (RHEL-14578, BZ#2153471)
* OpenSSL should provide FIPS-compliant RSA-OAEP (RHEL-14616)
* NIST SP 800-56Arev3 Section 5.6.2.1 - Missing ECDH Public Key Check (RHEL-15992)
* In FIPS mode, OpenSSL must not perform any cryptographic operations when rsa_keygen_pairwise_test fails (RHEL-17110)"
production,,,CVE-2021-29482,Not Fixable,Low,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-29482,"DOCUMENTATION: A flaw was found in github.com/ulikunitz/xz. The function readUvarint may not terminate a loop what could lead to denial of service (DoS). 
            STATEMENT: In OpenShift Container Platform (OCP), OpenShift ServiceMesh (OSSM) and Red Hat Advanced Cluster Management for Kubernetes (RHACM) the affected components are behind OpenShift OAuth authentication, therefore the impact is low.
In OCP before 4.7 the buildah, skopeo and podman packages include vulnerable version of github.com/ulikunitz/xz, but these OCP releases are already in the Maintenance Phase of the support, hence affected components are marked as wontfix. This may be fixed in the future."
production,,,RHSA-2023:3725,Fixable,Moderate,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-06-21T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:3725,"The ""less"" utility is a text file browser that resembles ""more"", but allows users to move backwards in the file as well as forwards. Since ""less"" does not read the entire input file at startup, it also starts more quickly than ordinary text editors.

Security Fix(es):

* less: crafted data can result in ""less -R"" not filtering ANSI escape sequences sent to the terminal (CVE-2022-46663)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:3595,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-06-14T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:3595,"Python is an interpreted, interactive, object-oriented programming language, which includes modules, classes, exceptions, very high level dynamic data types and dynamic typing. Python supports interfaces to many system calls and libraries, as well as to various windowing systems.

Security Fix(es):

* python: urllib.parse url blocklisting bypass (CVE-2023-24329)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2022-3064,Not Fixable,Moderate,7.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-3064,DOCUMENTATION: A flaw was found in go-yaml. This issue causes the consumption of excessive amounts of CPU or memory when attempting to parse a large or maliciously crafted YAML document.
production,,,RHSA-2023:4099,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-07-17T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:4099,"The Berkeley Internet Name Domain (BIND) is an implementation of the Domain Name System (DNS) protocols. BIND includes a DNS server (named); a resolver library (routines for applications to use when interfacing with DNS); and tools for verifying that the DNS server is operating correctly.

Security Fix(es):

* bind: named's configured cache size limit can be significantly exceeded (CVE-2023-2828)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:5675,Fixable,Important,7.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-10-17T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5675,"Red Hat OpenShift Container Platform is Red Hat's cloud computing Kubernetes application platform solution designed for on-premise or private cloud deployments.

This advisory contains the RPM packages for Red Hat OpenShift Container Platform 4.13.17. See the following advisory for the container images for this release:

https://access.redhat.com/errata/RHSA-2023:5672

Security Fix(es):

* golang: net/http, x/net/http2: rapid stream resets can cause excessive work (CVE-2023-44487) (CVE-2023-39325)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

All OpenShift Container Platform 4.13 users are advised to upgrade to these updated packages and images when they are available in the appropriate release channel. To check for available updates, use the OpenShift CLI (oc) or web console. Instructions for upgrading a cluster are available at https://docs.openshift.com/container-platform/4.13/updating/updating-cluster-cli.html"
production,,,CVE-2023-25173,Not Fixable,Low,7.3,100%,5.50,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2023-25173,"DOCUMENTATION: A flaw was found in containerd, where supplementary groups are not set up properly inside a container. If an attacker has direct access to a container and manipulates their supplementary group access, they may be able to use supplementary group access to bypass primary group restrictions in some cases. This issue can allow access to sensitive information or gain the ability to execute code in that container. 
            STATEMENT: The following products include containerd related code, but do not use the specific Go packages impacted by this CVE, `containerd/cri/server` and `containerd/oci`. This CVE is therefore rated Low for these products:

* OpenShift Container Platform
* OpenShift Service Mesh
* OpenShift API for Data Protection
* Red Hat Advanced Cluster Security
* Red Hat Advanced Cluster Management for Kubernetes"
production,,,CVE-2021-20206,Not Fixable,Moderate,7.2,100%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-20206,"DOCUMENTATION: An improper limitation of path name flaw was found in containernetworking/cni. When specifying the plugin to load in the `type` field in the network configuration, it is possible to use special elements such as ""../"" separators to reference binaries elsewhere on the system. This flaw allows an attacker to execute other existing binaries other than the cni plugins/types, such as `reboot`. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability. 
            STATEMENT: OpenShift ServiceMesh (OSSM) does package a vulnerable version of containernetworking/cni, however, the NetworkDefinitionAttachment is defined in code and cannot be easily changed except through a user who has access to the operator namespace such as cluster-admin. As such, for OSSM, the impact is Low."
production,,,RHSA-2023:5061,Fixable,Moderate,7.1,80%,5.20,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-09-12T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5061,"The dmidecode packages provide utilities for extracting Intel 64 and Intel Itanium hardware information from the system BIOS or Extensible Firmware Interface (EFI), depending on the SMBIOS/DMI standard. This information typically includes system manufacturer, model name, serial number, BIOS version, and asset tag, as well as other details, depending on the manufacturer.

Security Fix(es):

* dmidecode: dump-bin to overwrite a local file (CVE-2023-30630)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
