Cluster Name,Environment,Cluster Descriptor,Namespace,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Published On,Discovered On,Link,Summary
aap,cluster,,aap,CVE-2022-2182,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2182,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-2206,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2206,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Out-of-bounds Read in GitHub repository vim/vim prior to 8.2. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/"
aap,cluster,,aap,CVE-2022-2207,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2207,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Running untrusted files in script mode is equivalent to running random python script.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-2210,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2210,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Out-of-bounds Write in GitHub repository vim/vim prior to 8.2. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/"
aap,cluster,,aap,CVE-2022-2284,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2284,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-2285,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2285,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-2286,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2286,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Out-of-bounds Read in GitHub repository vim/vim prior to 9.0. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-2343,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2343,"DOCUMENTATION: A heap-based buffer overflow was found in Vim in the ins_compl_add function in the insexpand.c file. This issue occurs due to a read past the end of a buffer when a specially crafted input is processed. This flaw allows an attacker who can trick a user into opening a specially crafted file into triggering the heap-based buffer overflow, causing the application to crash, possibly executing code and corrupting memory. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact because the user has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Do not run untrusted vim scripts as it's not recommended."
aap,cluster,,aap,CVE-2022-2344,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2344,"DOCUMENTATION: A heap-based buffer overflow was found in Vim in the ins_compl_add function in the insexpand.c file. This issue occurs due to a read past the end of a buffer when a specially crafted input is processed. This flaw allows an attacker who can trick a user into opening a specially crafted file into triggering the heap-based buffer overflow, causing the application to crash, possibly executing code and corrupting memory. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact because the user has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Do not run untrusted vim scripts as it's not recommended."
aap,cluster,,aap,CVE-2022-2345,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2345,"DOCUMENTATION: A use-after-free vulnerability was found in Vim in the skipwhite function in the charset.c file. This issue occurs because an already freed memory is used when a specially crafted input is processed. This flaw allows an attacker who can trick a user into opening a specially crafted file into triggering the use-after-free, and cause the application to crash, possibly executing code and corrupting memory. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact because the user has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Do not run untrusted vim scripts as it's not recommended."
aap,cluster,,aap,CVE-2022-2522,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2522,"DOCUMENTATION: A heap buffer overflow vulnerability was found in vim's ins_compl_infercase_gettext() function of the src/insexpand.c file. This flaw occurs when vim tries to access uninitialized memory when completing a long line. This flaw allows an attacker to trick a user into opening a specially crafted file, triggering a heap-based buffer overflow that causes an application to crash, possibly executing code and corrupting memory. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-2819,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2819,"DOCUMENTATION: A flaw was found in vim. The vulnerability occurs due to illegal memory access and leads to a heap buffer overflow vulnerability. This flaw allows an attacker to input a specially crafted file, leading to a crash or code execution. 
            
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-2946,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-2946,"DOCUMENTATION: A flaw was found in vim, where it is vulnerable to a use-after-free in the vim_vsnprintf_typval function. This flaw allows a specially crafted file to crash a program, use unexpected values, or execute code."
aap,cluster,,aap,CVE-2022-3037,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-3037,"DOCUMENTATION: A flaw was found in vim, where it is vulnerable to a use-after-free in the qf_buf_add_line() function. This flaw allows a specially crafted file to crash a program, use unexpected values, or execute code."
aap,cluster,,aap,CVE-2022-3234,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-3234,DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0483.
aap,cluster,,aap,CVE-2022-3235,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-3235,DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Use After Free in GitHub repository vim/vim prior to 9.0.0490.
aap,cluster,,aap,CVE-2022-3256,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-3256,"DOCUMENTATION: A heap use-after-free vulnerability was found in vim's movemark() function of the src/mark.c file. This issue occurs because vim uses freed memory when 'autocmd' changes the mark. This flaw allows an attacker to trick a user into opening a specially crafted file, triggering a heap use-after-free that causes an application to crash, possibly executing code and corrupting memory. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

Since Red Hat Enterprise Linux 6, 7 are Out-of-Support-Scope for Low/Moderate flaws, the issue is not currently planned to be addressed in future updates for RHEL-6,7. Only Important and Critical severity flaws will be addressed at this time.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-3296,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-3296,"DOCUMENTATION: A stack-based buffer overflow vulnerability was found in vim's ex_finally() function of the src/ex_eval.c file. This flaw allows an attacker to trick a user into opening a specially crafted file, triggering a bug that causes an application to crash, possibly executing code and corrupting memory. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

Since Red Hat Enterprise Linux 6, 7 are Out-of-Support-Scope for Low/Moderate flaws, the issue is not currently planned to be addressed in future updates for RHEL-6,7. Only Important and Critical severity flaws will be addressed at this time.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2022-3352,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-3352,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Use After Free in GitHub repository vim/vim prior to 9.0.0614. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/"
aap,cluster,,aap,CVE-2022-4292,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2022-4292,"DOCUMENTATION: A heap use-after-free flaw was found in Vim's did_set_spelllang() function of the spell.c file. This issue occurs because vim uses freed memory after SpellFileMissing autocmd uses bwipe. This could allows an attacker to trick a user into opening a specially crafted file, triggering a heap use-after-free issue that causes an application to crash, possibly executing code and corrupting memory. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file in script mode. 

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Untrusted vim scripts with -s [scriptin] are not recommended to run."
aap,cluster,,aap,CVE-2023-0054,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2023-0054,"DOCUMENTATION: An out-of-bounds write flaw was found in Vim, in the do_string_sub function in the eval.c file. The issue occurs because of an invalid memory access due to a missing check of the return value of the vim_regsub function when a specially crafted input is processed. This flaw allows an attacker who can trick a user into opening a specially crafted file to trigger the out-of-bounds write, causing the application to crash. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact because the user has to run an untrusted file in script mode.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/.
            MITIGATION: Do not run untrusted vim scripts as it is not recommended."
aap,cluster,,aap,CVE-2023-0433,Not Fixable,Low,7.8,3%,5.90,,2024-02-26T07:19:43.124126466Z,https://access.redhat.com/security/cve/CVE-2023-0433,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1225. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact, because the ""victim"" has to run an untrusted file IN SCRIPT MODE. Someone who is running untrusted files in script mode is equivalent to someone just taking a random python script and running it.

For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/ and Red Hat Enterprise Linux Life Cycle & Updates Policy: https://access.redhat.com/support/policy/updates/errata/."
